name,link,cost for 2,cuisines,ratings,reviews,address,lat,lon
"lassi n cafe Restaurant, Margao",https://www.zomato.com/goa/lassi-n-cafe-margao,400,"Fast Food, Desserts, Beverages",3.6,44," Shop Number G-3, Premabai Enclave, Opposite The Goa State Coop Bank Ltd, Borda, Margao, Goa",15.3975936864,73.8093143329
"royal darbar Restaurant, Vasco",https://www.zomato.com/goa/royal-darbar-vasco,200,Fast Food,NEW,," Indira Niwas Building, Vasco Da Gama, Near Madina Masjid, Vasco Goa",15.6035098267,73.8250096142
"kokum kitchen taj fort aguada resort spa Restaurant, Candolim",https://www.zomato.com/goa/kokum-kitchen-taj-fort-aguada-resort-spa-candolim,"2,000","Seafood, Goan, Continental",3.9,68," Taj Fort Aguada Resort & Spa, Sinquerim Candolim Bardez, Candolim, Goa",15.2837449424,73.9720573649
"soul curry multi cuisine restaurant Restaurant, Mapusa",https://www.zomato.com/goa/soul-curry-multi-cuisine-restaurant-mapusa,800,"Seafood, Goan, North Indian, Chinese",4.2,227," Hotel Purshottam International, NH-66, Near Peddem Sports Complex, Peddem, Mapusa, Goa",15.4981735106,73.7684274092
"bazaar Restaurant, Candolim",https://www.zomato.com/goa/the-bazaar-candolim,800,"North Indian, Continental, Goan",3.3,39," Opposite Football Ground, Candolim, Goa",15.2917115506,73.9635758847
"raddish bar restaurant Restaurant, Baga",https://www.zomato.com/goa/raddish-bar-restaurant-baga,"1,100","Chinese, Continental, Goan, North Indian, Russian",3.9,137," 552, Opposite Royal Goan Beach, Arpora Road, Bardez, Baga, Goa",15.3912725947,73.8097384572
"damodar purohit sweets fast food  Restaurant, Margao",https://www.zomato.com/goa/damodar-purohit-sweets-fast-food-margao,150,Mithai,NEW,," Shop 20 & 21, Lake Plaza Building, State Highway 18, Fatorda, Margao, Goa",15.5687371289,73.7535773590
"cafe ancient rock Restaurant, Panaji",https://www.zomato.com/goa/cafe-ancient-rock-panaji,500,"North Indian, Chinese, Goan, Continental, Mughlai",2.9,5," 1/122/4 1/122/5 & 1/122/6 Coelho Pereira Building, Ground Floor, MG Road Panaji, Goa",15.4998063764,73.8320142031
"purple martini Restaurant, Anjuna",https://www.zomato.com/goa/purple-martini-anjuna,"1,500","Continental, Seafood, Italian, Mediterranean, North Indian",4.9,3777," Anjuna Beach, Anjuna, Goa",15.2796015914,73.9383939654
"krishna hotel Restaurant, Vasco",https://www.zomato.com/goa/krishna-hotel-vasco,100,"South Indian, Street Food",NEW,," Near Baina, Vasco, Goa",15.5209726936,73.7675258517
"xanti bakery Restaurant, Calangute",https://www.zomato.com/goa/xanti-bakery-calangute,200,"Bakery, Desserts",-,," Ground Floor, Vila Nova Residency, Beach Road, Calangute",15.3953969227,74.0020340681
"naughty prawn bar bistro Restaurant, Calangute",https://www.zomato.com/goa/naughty-prawn-bar-bistro-calangute,900,"Continental, North Indian, Goan",-,," Calangute-Baga Road, Near Sao Joe Baptista Chapel, Umta Vaddo, Calangute, Goa",15.5472275135,73.7600706518
"jocarol restaurant bar Restaurant, Cavelossim",https://www.zomato.com/goa/jocarol-restaurant-bar-cavelossim,850,"Goan, Seafood",3.2,5," Ferry Road, Asolna, Goa",15.0069578381,74.0275941789
"sher e punjab Restaurant, Panaji",https://www.zomato.com/goa/sher-e-punjab-panaji,"1,300","North Indian, Mughlai, Chinese, Desserts, Beverages",3.9,302," 12/84, Kuldip Plaza, 18th June Road, Panaji, Goa",15.2842303925,73.9741300419
"nesh garden pub Restaurant, Benaulim",https://www.zomato.com/goa/nesh-garden-pub-benaulim,600,"Chinese, North Indian, Goan",-,," Near Petrol Pump, Ascona, Diuler, Benaulim, Goa",15.2537800506,73.9434666932
"goan spice Restaurant, Anjuna",https://www.zomato.com/goa/goan-spice-1-anjuna,450,"Goan, Chinese, Continental",3.9,66," Guamwadi, Anjuna Siolim Road, Anjuna, Anjuna, Goa",15.5578335416,73.7556859106
"tyson place china town Restaurant, Palolem",https://www.zomato.com/goa/tyson-place-china-town-palolem,800,"Goan, Continental, Chinese",-,," Ourem Road, Mohanbagh, Canacona, Palolem, Goa",15.1815930738,73.9658738673
"zaiqa take away restaurant afc grills  Restaurant, Mapusa",https://www.zomato.com/goa/zaiqa-take-away-restaurant-afc-grills-mapusa,300,"Fast Food, Chinese",2.9,13," House 7/78/4, Rajwado Angod, Mapusa, Bardez, Mapusa, Goa",15.5906727137,73.8122205064
"suraj sweets  Restaurant, Margao",https://www.zomato.com/goa/suraj-sweets-margao,200,Mithai,NEW,," Shop 8, Ground Floor, St. Joaquim Road, Near Old Sarve Offce, Borda, Margao, Goa",15.5885661647,73.7602369487
"delta residency Restaurant, Calangute",https://www.zomato.com/goa/delta-residency-calangute,750,"North Indian, Chinese",-,," 1/201 B, Near Anthony Chapel, Gauravaddo, Calangute, Goa",15.5909097515,73.8148095086
"ranchikood Restaurant, Panaji",https://www.zomato.com/goa/ranchikood-panaji,200,Goan,-,," H 10/81/A5, BS 2, Mohidin Tower, Near EDC House, D.B Road, Tiswadi, Panaji, Goa",15.2594050202,73.9307892323
"hotel vilena Restaurant, Mapusa",https://www.zomato.com/goa/hotel-vilena-mapusa,800,Goan,-,," Flat BSF 4, Chandranath Apartments, 2nd Floor, Opposite Police Station, Bardez, North Goa, Mapusa, Goa",15.5361567518,73.7629768252
"viva goa Restaurant, Candolim",https://www.zomato.com/goa/viva-goa-candolim,450,"Goan, Seafood, North Indian, Chinese",3.7,29," Maria Apartments, Anawaddo, Candolim, Goa",15.5248075782,73.7662866712
"fruitilicious Restaurant, Panaji",https://www.zomato.com/goa/fruitilicious-panaji,300,"Desserts, Beverages",3.7,22," Kamat Towers, Patto, Panjim, Goa",15.4979198886,73.8262521476
"bharvis cuisine Restaurant, Ponda",https://www.zomato.com/goa/bharvis-cuisine-2-ponda,700,"North Indian, Goan, Mughlai",3.4,19," Shop 3 & 4, Hill View Motel Bulding Tisk, Ponda, Goa",15.4953368035,73.8245697320
"karnis palace Restaurant, Baga",https://www.zomato.com/goa/karnis-palace-1-baga,550,"South Indian, North Indian, Fast Food, Chinese",2.4,14," Saunta Waddo, Bardez, Baga, Goa",15.6483562323,73.7172602490
"beach house taj holiday village resort spa Restaurant, Candolim",https://www.zomato.com/goa/beach-house-taj-holiday-village-resort-spa-candolim,"3,000",Goan,3.9,49," Taj Holiday Village Resort & Spa, Bardez, Candolim, Goa",15.5831396750,73.7374304608
"molus classic Restaurant, Palolem",https://www.zomato.com/goa/molus-classic-palolem,"1,000","Goan, Chinese",3.7,21," Agonda Road, Near Fern Gardenia Resort ,Devabag,, Canacona, Palolem, Goa",15.4939426673,73.8357699662
"plyazh Restaurant, Ashwem",https://www.zomato.com/goa/plyazh-ashwem,400,"North Indian, Continental, Goan",-,," OYO Townhouse 031 Ashwem Vaddo, Ashwem Beach Road, Mandrem, Ashwem Beach, Goa",15.3901399176,73.8102118671
"cool n spice Restaurant, Ponda",https://www.zomato.com/goa/cool-n-spice-ponda,600,"Chinese, North Indian, Goan",3.6,73," First Floor, Menino Trade Centre, Opposite Canara Bank, Ponda, Goa",15.0369220697,73.9898601919
"no 23 royan corner bar restaurant Restaurant, Benaulim",https://www.zomato.com/goa/no-23-royan-corner-bar-restaurant-benaulim,700,"Seafood, North Indian, Beverages",-,," Colva Road, Maria Hall, Besides Benaulim Panchayat, Benaulim, Goa",15.5001094277,73.7713443115
"chandrabhan milk dairy restuarant  Restaurant, Vasco",https://www.zomato.com/goa/chandrabhan-milk-dairy-restuarant-vasco,150,"Mithai, Street Food",NEW,," Church Road, Baina, Goa - 403802, Opposite Sairaj Complex, Sasmollem Baina, Vasco, Goa",15.2756703291,73.9146322757
"guru bar Restaurant, Anjuna",https://www.zomato.com/goa/guru-bar-anjuna,800,"Goan, North Indian, Continental, Italian",4.1,154," Anjuna Beach Road, Anjuna, Goa",15.5520121802,73.7529513985
"bongo Restaurant, Baga",https://www.zomato.com/goa/the-bongo-baga,600,Goan,3.2,5," Baga Beach, Baga, Goa",15.5348420331,73.7638907880
"south indian dosa idli Restaurant, Colva",https://www.zomato.com/goa/south-indian-dosa-idli-colva,300,South Indian,NEW,," Near Colva Beach, Colva, Goa",15.4879886467,73.8158619404
"sonic Restaurant, Anjuna",https://www.zomato.com/goa/sonic-anjuna,"1,000","Continental, Chinese, Goan, North Indian",2.6,35," Anjuna Beach, Anjuna, Goa",15.5086841721,73.7654387578
"sonar bangla Restaurant, Penha de Franca",https://www.zomato.com/goa/sonar-bangla-penha-de-franca,500,"Bengali, North Indian",3.5,14," Opposite A J Super Market, Chogam Road Sangolda, Penha de Franca, Goa",15.3107680215,73.9184168726
"orchid holiday homes Restaurant, Calangute",https://www.zomato.com/goa/orchid-holiday-homes-calangute,400,North Indian,-,," 1/271 C, Gaura Vaddo, Calangute Road, Calangute, Goa",15.4019800329,74.0064245090
"udupi Restaurant, Panaji",https://www.zomato.com/goa/udupi-panaji,150,"Seafood, Goan",-,," Mahatama Gandhi Road, Near Head Post Office, Panaji, Goa",15.4994965400,73.8319310546
"menino Restaurant, Benaulim",https://www.zomato.com/goa/menino-benaulim,650,"Seafood, Goan, Chinese, North Indian",-,," Mazilvado, Salcete, Benaulim, Goa",15.5188030820,73.8319535181
"trellas Restaurant, Calangute",https://www.zomato.com/goa/trellas-1-calangute,600,"Goan, Chinese, North Indian",3.1,4," Near Old Newton Supermarket, Aguada Siolim Road, Calangute, Goa",15.2801746989,73.9413091913
"shree balaji Restaurant, Colva",https://www.zomato.com/goa/shree-balaji-colva,500,"North Indian, Chinese, Goan, South Indian",3.4,8," Colva Beach Road, Colva, Goa",15.5804888684,73.7381204590
"hyderabadi dum biryani Restaurant, Panaji",https://www.zomato.com/goa/hyderabadi-dum-biryani-panaji,450,"Biryani, Chinese, North Indian",2.7,16," Taleigao Road, Panaji, Goa",15.4997798837,73.8227481768
"kurry n frryy Restaurant, Penha de Franca",https://www.zomato.com/goa/kurry-n-frryy-penha-de-franca,300,Chinese,-,," House 991/1 G1, 1st Floor, Ward 7, Alto Bestim, Penha de Franca, Goa",15.5345051149,73.7643977255
"artisan backerei Restaurant, Calangute",https://www.zomato.com/goa/artisan-backerei-1-calangute,500,"Bakery, Desserts, Fast Food",4.0,48," Shop 16, Kamat Holiday Homes, Gaura Vaddo, Calangute, Goa",15.5461289593,73.8003708422
"uday ahar graha Restaurant, Panaji",https://www.zomato.com/goa/uday-ahar-graha-panaji,600,"North Indian, Seafood, Goan",3.3,7," Opposite Eldorado Plaza, Panaji Market, Panaji, Goa",15.2811669604,73.9456996322
"mayas shack Restaurant, Candolim",https://www.zomato.com/goa/mayas-shack-candolim,"1,000","North Indian, Chinese, Goan",-,," Behind Whispering Palms Beach Resort, Candolim, Goa",15.5156122642,73.8190644979
"margao khana khazana Restaurant, Colva",https://www.zomato.com/goa/the-margao-khana-khazana-colva,300,"Goan, North Indian, Chinese, Maharashtrian",-,," Reliance Park, Colva - Margao Road Petrol Pump, Seraulim, Colva, Goa",15.4781199355,73.8222455978
"viva goa Restaurant, Penha de Franca",https://www.zomato.com/goa/viva-goa-penha-de-franca,500,"Chinese, Goan, North Indian, Seafood",3.5,30," Volant Betim, Near Holiday Village, Bardez, Penha de Franca, Goa",15.3880274453,73.8630728424
"black market Restaurant, Panaji",https://www.zomato.com/goa/black-market-1-panaji,"1,800","Continental, Seafood, European, German",4.5,141," Villa Braganza Pereira Campal, Near Fab India, Panaji, Goa",15.4988830043,73.8328741863
"ashok Restaurant, Panaji",https://www.zomato.com/goa/ashok-panaji,300,Goan,3.4,5," Doctor Dada Vaidya Road, Patto, Near Head Post Office, Panaji, Goa",15.4978882262,73.8244671375
"red chillies Restaurant, Vasco",https://www.zomato.com/goa/red-chillies-vasco,500,"Chinese, North Indian",-,," MES Junction, Zuarinagar Vidhyanagar, Vasco, Goa",15.3983193632,73.8111439347
"artjuna Restaurant, Anjuna",https://www.zomato.com/goa/artjuna-anjuna,800,"Cafe, Mediterranean, Healthy Food, Lebanese",4.4,835," Monteiro Vaddo, Near Anjuna Flea Market, Anjuna, Goa",15.5822228124,73.7376557663
"sheetal udupi pure veg restaurant Restaurant, Panaji",https://www.zomato.com/goa/sheetal-udupi-pure-veg-restaurant-panaji,600,"South Indian, North Indian, Chinese",3.5,29," Gautam Building, MG Road, Panaji, Goa",15.5617862759,73.7492747605
"shankar sweets  Restaurant, Vasco",https://www.zomato.com/goa/shankar-sweets-vasco,100,Mithai,NEW,," # 01, F L Gomes Road, Vasco Da Gama, Near Old City Bus Stand, Vasco, Goa",15.2734574052,73.9272349700
"sufikhana Restaurant, Ponda",https://www.zomato.com/goa/sufikhana-ponda,250,Mughlai,3.3,8," House 1/121/35/4, Shop GS 4, Sadashiv Towers Upper Bazar, Ponda, Goa",15.4030525241,74.0090550855
"souza coffee Restaurant, Colva",https://www.zomato.com/goa/souza-coffee-colva,300,Cafe,3.9,42," Near Colva Police Station, Colva, Goa",15.6189025173,73.7352535129
"sea pearl Restaurant, Candolim",https://www.zomato.com/goa/sea-pearl-candolim,700,"North Indian, Chinese, Continental, Seafood",-,," 946 A, Escrivao Vaddo, Dr. Monteiro Road, Opposite Lawande's Supermarket / Rock 'n' Raaga, Arpora, Candolim Beach Road, Bardez, Candolim, Goa",15.5479216572,73.7565495819
"sky cafe Restaurant, Vasco",https://www.zomato.com/goa/sky-cafe-vasco,300,"Cafe, Desserts, Beverages",-,," Vedatmana Boa Ventura, Near Goa International Airport, Mormugao, Sancoale, Vasco, Goa",15.5939694444,73.8751750000
"bao Restaurant, Moira",https://www.zomato.com/goa/bao-moira,400,"Chinese, North Indian, Goan, Seafood",3.0,6," Near Cabel Stayed Bridge, Bardez, Moira, Goa",15.5436200000,73.7655330000
"honest restaurant Restaurant, Bardez",https://www.zomato.com/goa/honest-restaurant-bardez,500,"Chinese, Gujarati",-,," 2/161, Naikka Vaddo, Opposite Calangute Village Panchayat Office, Calangute, Bardez, Goa",15.3885478881,73.8584389910
"marianna Restaurant, Morjim",https://www.zomato.com/goa/marianna-morjim,"1,000","North Indian, Goan, Seafood, Chinese",-,," La Vaiencia Beach Resort Tembwada, Morjim Beach, Morjim, Goa",15.4888319387,73.8117534667
"johnnys hotel Restaurant, Calangute",https://www.zomato.com/goa/johnnys-hotel-calangute,400,"Goan, Chinese, North Indian, Arabian",-,," House 6/256A, Khobravaddo, Calangute, Bardez, Calangute, Goa",15.4976578660,73.8282198831
"star fast food Restaurant, Vasco",https://www.zomato.com/goa/star-fast-food-vasco,250,Chinese,3.7,69," Shop 16, Near Ricksha Stand, Vasco, Goa",15.6493835359,73.7169357017
"shiva ashvem Restaurant, Ashwem",https://www.zomato.com/goa/shiva-ashvem-ashwem,700,"North Indian, Chinese, Fast Food",-,," Ashwem Beach, Ashwem, Goa",15.5013067665,73.9149159193
"menino regency Restaurant, Panaji",https://www.zomato.com/goa/the-menino-regency-panaji,500,Asian,-,," Doctor Dada Vaidya Road, Near Jama Masjid, Panaji, Goa",15.5808160227,73.7477831170
"amparo Restaurant, Old Goa",https://www.zomato.com/goa/amparo-old-goa,350,"Seafood, Goan",-,," Carl Centre, Opposite Old Goa Police Station, Old Goa, Goa",0.0000000000,0.0000000000
"tinge coastal cuisines Restaurant, Panaji",https://www.zomato.com/goa/tinge-coastal-cuisines-panaji,"1,100","Seafood, Malwani, Goan, Kerala, Bengali",4.1,107," Ground Floor, Hotel Grande Delmon, Caetano De Albuquerque Road, Panjim, Goa",15.2786911493,73.9639540762
"mog art cafe Restaurant, Baga",https://www.zomato.com/goa/mog-art-cafe-baga,600,Cafe,3.1,6," 79, Pilerne Industrial Estate, Pilerne, Bardez, Baga, Goa",15.5390077568,73.7638485432
"cinnamon restaurant Restaurant, Margao",https://www.zomato.com/goa/cinnamon-restaurant-margao,500,Goan,2.5,63," Government Rest House, Monte Hill, Margao, Goa",15.5443953571,73.7615089864
"hotel abhiman Restaurant, Ponda",https://www.zomato.com/goa/hotel-abhiman-ponda,500,"North Indian, Chinese, Mughlai, Maharashtrian",2.7,22," Opposite HDFC Bank, Tisk, Ponda, Goa",15.3972959803,73.8114919513
"shimon falafel Restaurant, Arambol",https://www.zomato.com/goa/shimon-falafel-arambol,500,"Middle Eastern, Israeli",3.4,15," Khalcha Wadoo, Arambol, Goa",15.3927621334,73.8178554922
"sweet dreams Restaurant, Margao",https://www.zomato.com/goa/sweet-dreams-margao,200,"Desserts, Fast Food",3.5,24," Miguel Loyala Fartado Road, Opposite City Bus Stand, Margao, Goa",15.3948706787,74.0022144467
"kuttikar bar restaurant Restaurant, Old Goa",https://www.zomato.com/goa/kuttikar-bar-and-restaurant-old-goa,800,Seafood,3.1,10," Near St. Anthony's Chapel, Old Goa, Goa",15.4983166372,73.8236185536
"coco garden bar restaurant Restaurant, Calangute",https://www.zomato.com/goa/coco-garden-bar-restaurant-calangute,800,"Chinese, Continental, Goan",-,," Naika Waddo, Calangute, Goa",15.6919665689,73.7023589015
"why not prajyots Restaurant, Calangute",https://www.zomato.com/goa/why-not-prajyots-calangute,650,"North Indian, Chinese, Seafood, Goan",3.1,7," Opposite Falcon's Resort, Calangute, Goa",15.5175440000,73.7651070000
"chy novotel goa resort spa Restaurant, Candolim",https://www.zomato.com/goa/chy-novotel-goa-resort-spa-candolim,800,"Desserts, Bakery",3.7,30," Novotel Goa Resorts & Spa, Pinto Waddo, Off Candolim Road, Candolim, Goa",0.0000000000,0.0000000000
"havmor icecream parlour sanskrutik  Restaurant, Vasco",https://www.zomato.com/goa/havmor-icecream-parlour-sanskrutik-vasco,300,"Ice Cream, Biryani, Konkan",NEW,," Shop 03, Anas Residence, Opposite Government School, Vasco, Goa",15.3867770844,73.8455717638
"diva Restaurant, Calangute",https://www.zomato.com/goa/diva-calangute,"2,000",Italian,3.8,28," Andores Resort and Spa, Tivai Vaddo, Calangute",15.4978039008,73.8913399726
"blu shack Restaurant, Moira",https://www.zomato.com/goa/blu-shack-moira,"1,000","North Indian, Italian, Mexican, Continental",-,," Amor Beach Resort, Candolim Beach Road, Bardez, Moira, Goa",15.6791065973,73.7061847374
"cornerstone grill Restaurant, Majorda",https://www.zomato.com/goa/the-cornerstone-grill-majorda,"1,100","Continental, Goan, Seafood",3.6,27," Utorda, Majorda, Goa",15.0120838611,74.0219270065
"appetite Restaurant, Panaji",https://www.zomato.com/goa/appetite-2-panaji,250,"South Indian, Fast Food, Street Food",3.5,20," Patto Plaza, Beside Gera Imperium 1, Panaji, Goa",15.5896548040,73.8110108301
"beans n kreams Restaurant, Vasco",https://www.zomato.com/goa/beans-n-kreams-vasco,150,Fast Food,-,," Shop 20, Umiya Quarto Airport Road, Dabolim, Vasco, Goa",15.4514413971,73.8520623744
"ambrosia Restaurant, Panaji",https://www.zomato.com/goa/ambrosia-panaji,"1,200","Goan, North Indian",-,," H-9/190/A, Next To Yashoda Building, Street Inez, Panaji, Goa",15.2732002750,73.9567406103
"bay view lounge grand hyatt Restaurant, Bambolim",https://www.zomato.com/goa/bay-view-lounge-grand-hyatt-bambolim,"2,000",Finger Food,3.2,5," Grand Hyatt Goa, P.O. Goa University, Bambolim, Goa",15.6938896847,73.6985384300
"blue pyramid Restaurant, Arambol",https://www.zomato.com/goa/blue-pyramid-arambol,650,"Russian, North Indian, Chinese",-,," Arambol Road, Arambol, Goa",15.3720107495,73.8913694769
"om ganesh Restaurant, Arambol",https://www.zomato.com/goa/om-ganesh-arambol,800,"Continental, Israeli, North Indian, Chinese, Seafood, Goan",3.2,5," Cliff Side, Arambol Beach, Arambol, Goa",15.5265665423,73.7656895444
"koi asian dining Restaurant, Calangute",https://www.zomato.com/goa/koi-asian-dining-calangute,"1,200","Asian, Thai, Japanese, Chinese, Burmese, Vietnamese, Singaporean, Malaysian",4.2,352," H No. E1/246, Fort Aguada Road, Gaura Vaddo, Opposite Le Meridien, Calangute, Goa",15.5383151981,73.7614027038
"bliss bites bar restrauant Restaurant, Palolem",https://www.zomato.com/goa/bliss-bites-bar-restrauant-palolem,"1,000","Bar Food, South Indian, Continental, Seafood, Chinese",NEW,," Near Parking Main Gate, Palolem, Goa",15.6704647190,73.7121100724
"royale taste Restaurant, Vasco",https://www.zomato.com/goa/royale-taste-vasco,700,"North Indian, Chinese, Goan",-,," OYO Flagship 400, Anand Residency, Flat C-3/2, Airport Road, Chicalim, Vasco, Goa",15.4009818805,74.0034546331
"xavier pastries Restaurant, Mapusa",https://www.zomato.com/goa/xavier-pastries-mapusa,150,"Bakery, Desserts, Beverages, Juices",-,," Shop 9, Ramachandra Building, Bardez, Mapusa, Goa",15.3211565552,73.9050229266
"souza lobo Restaurant, Calangute",https://www.zomato.com/goa/souza-lobo-restaurant-and-bar-calangute,"1,300","Chinese, Continental, Goan, Finger Food, North Indian",4.4,1692," Calangute Beach, Calangute, Goa",15.5517989996,73.7833119929
"food corner Restaurant, Ponda",https://www.zomato.com/goa/food-corner-ponda,400,"North Indian, Chinese",3.0,5," Shop ALG-19, Heritage Prince, Ponda, Goa",15.2782823385,73.9236468449
"nofilter bar bites Restaurant, Mandrem",https://www.zomato.com/goa/nofilter-bar-bites-mandrem,"1,000",Continental,3.6,82," Mandrem Village Resort, Mandrem Village, Junaswada, Mandrem Beach, Mandrem, Goa",15.4938276466,73.8357475027
"churrasqueria fumado Restaurant, Mapusa",https://www.zomato.com/goa/churrasqueria-fumado-mapusa,600,"Steak, BBQ",-,," House 1, Casa Tipri, Grand Morrod, Opposite European School, Saligao, Mapusa, Goa",15.5322248457,73.7638639659
"family house bar Restaurant, Colva",https://www.zomato.com/goa/family-house-bar-colva,700,"Goan, North Indian, Chinese, Bar Food",NEW,," MDR 43, Near Fish Market, Colva, Goa",15.3874775848,73.8460022584
"nescafe Restaurant, Panaji",https://www.zomato.com/goa/nescafe-panaji,150,Beverages,3.5,90," Miramar Residency, Miramar, Panaji, Goa",15.2541798522,73.9793003351
"jenis restaurant spice kerela Restaurant, Bogmalo",https://www.zomato.com/goa/jenis-restaurant-spice-of-kerela-bogmalo,300,South Indian,NEW,," Dambolim Road, Vasco, Bogmalo, Goa",15.4840131730,73.8090910390
"simrose Restaurant, Palolem",https://www.zomato.com/goa/simrose-palolem,"1,300","Seafood, North Indian, Continental, Goan",2.8,12," Agonda Beach, Near St. Anne’s Church, Canacona, Palolem, Goa",15.6658038731,73.7140734494
"junction Restaurant, Panaji",https://www.zomato.com/goa/the-junction-panaji,650,North Indian,3.8,131," Fifth Floor, Caculo Mall, St. Inez, Panaji, Goa",15.4928871239,73.8218808174
"sai utsav Restaurant, Candolim",https://www.zomato.com/goa/sai-utsav-1-candolim,800,"Chinese, North Indian, South Indian",3.2,13," Fort Aguda Road, Vadi, Candolim, Goa",15.5445639697,73.7557878345
"amritas Restaurant, Mandrem",https://www.zomato.com/goa/amritas-mandrem,800,"Goan, Bar Food",NEW,," 194, Junaswada, Mandrem, Goa",15.5141439610,73.7686644495
"amul Restaurant, Margao",https://www.zomato.com/goa/amul-5-margao,200,Desserts,NEW,," Shop 2, B-2, Royal Plaza, Mandopa Road, Near Canara Bank, Margao, Goa",15.6713689198,73.7145924568
"drunken duck Restaurant, Panaji",https://www.zomato.com/goa/drunken-duck-panaji,800,Finger Food,-,," Avenida J Silveira, Electricity Colony, Santa Inez, Panaji, Goa",15.5101111616,73.7679154426
"amalia novotel goa dona sylvia resort hotel Restaurant, Cavelossim",https://www.zomato.com/goa/amalia-novotel-goa-dona-sylvia-resort-hotel-cavelossim,"1,000",Finger Food,3.1,5," Novotel Goa Dona Sylvia Resort Hotel, Cavelossim, Mobor, Salcette, Goa",15.5509633939,73.7533010915
"mona town 69 Restaurant, Mandrem",https://www.zomato.com/goa/mona-town-69-mandrem,600,"Cafe, Chinese",-,," 123, Querim–Mandrem–Agarwada Road, Junos Vaddo, Mandrem, Goa",15.2243362649,74.0842625499
"om shivai cafe Restaurant, Calangute",https://www.zomato.com/goa/om-shivai-cafe-calangute,800,"Seafood, North Indian, Chinese, Goan, Italian",-,," Khobra Waddo, Calangute Beach, Calangute, Goa",15.0093176569,74.0242229775
"breeze Restaurant, Candolim",https://www.zomato.com/goa/breeze-1-candolim,"1,000","Continental, Goan, North Indian, Seafood",-,," Whispering Palms Beach Resort, Near Sinqurium Beach, Candolim, Goa",15.1741196484,73.9451253042
"kerala appam plus Restaurant, Porvorim",https://www.zomato.com/goa/kerala-appam-plus-porvorim,400,Kerala,3.2,8," Shop 3, Food Court, Delfino's Armacar Building, Alto Porvorim, Goa",15.5899974448,73.7658756226
"eccola Restaurant, Benaulim",https://www.zomato.com/goa/eccola-benaulim,500,"Cafe, Italian",3.5,35," 1610/C, Vasvaddo Beach Road, Benaulim, Goa",15.3698221214,73.8347483799
"village nest Restaurant, Quepem",https://www.zomato.com/goa/village-nest-1-quepem,500,"Goan, Chinese, North Indian, South Indian",3.0,4," Xeldem-Chandor Road, Near Tilamol Church, Quepem, Goa",15.5208234447,73.8287697360
"gopinath cafe Restaurant, Anjuna",https://www.zomato.com/goa/gopinath-cafe-anjuna,400,"North Indian, Chinese",-,," Dewal Waddoo, Anjuna Road, Anjuna, Goa",15.2691336946,73.9656297863
"shivam family restaurant Restaurant, Margao",https://www.zomato.com/goa/shivam-family-restaurant-margao,500,"North Indian, Mughlai",3.6,26," Opposite CD Fountainhead, Murida, Fatorda, Margao, Goa",15.5697727000,73.7537725000
"fes deli Restaurant, Margao",https://www.zomato.com/goa/fes-deli-margao,300,Fast Food,3.7,24," Shop 10, P.M Dias Residency, St. Joaquim Chapel, Borda, Margao, Goa",15.4864791130,73.8178370520
"laxmi hotel  Restaurant, Margao",https://www.zomato.com/goa/laxmi-hotel-margao,250,"Goan, North Indian, Seafood",NEW,," Malbhat, Margao, Goa",15.2899871434,73.9698914811
"cafe capricorn Restaurant, Siolim",https://www.zomato.com/goa/cafe-capricorn-siolim,500,"Goan, North Indian, Chinese, Continental, Fast Food",3.3,13," Bamon Waddo, Near S.F.X School, Siolim, Goa",15.2530474026,73.9288670942
"teso waterfront Restaurant, Vagator",https://www.zomato.com/goa/teso-waterfront-vagator,"1,000","Goan, Continental",3.6,55," 301, Vaddy, Siolim, Vagator, Goa",15.6214065578,73.7685424089
"oasis carina beach resort Restaurant, Benaulim",https://www.zomato.com/goa/oasis-carina-beach-resort-benaulim,"1,000","Continental, Goan, North Indian, Chinese",3.0,5," Carina Beach Resort, Benaulim, Goa",15.2594315435,73.9254875109
"rotis pure veg restaurant Restaurant, Bardez",https://www.zomato.com/goa/rotis-pure-veg-restaurant-bardez,350,North Indian,-,, Delivery Only,15.4997130055,73.8331206143
"rudys golden mermaid Restaurant, Calangute",https://www.zomato.com/goa/rudys-golden-mermaid-calangute,800,"North Indian, Seafood, Goan, Continental, Chinese",3.4,16," Calangute Beach, Calangute, Goa",15.4647783492,73.8541018590
"niyaaz Restaurant, Bambolim",https://www.zomato.com/goa/niyaaz-bambolim,600,"Mughlai, North Indian, Biryani, Goan",4.0,223," Shop 4-5, Kenkre Center, Near Goa Medical College, Bambolim, Goa",15.6162738069,73.7555437535
"nugalas amul ice cream parlour Restaurant, Bogmalo",https://www.zomato.com/goa/nugalas-amul-ice-cream-parlour-bogmalo,150,"Desserts, Ice Cream",NEW,," Bagmalo Beach, Bogmalo, Goa",15.5055397205,73.7695492432
"bharat restaurant Restaurant, Panaji",https://www.zomato.com/goa/bharat-restaurant-panaji,600,"Fast Food, North Indian",-,," Near Patto Bridge, Panaji, Goa",15.2826359386,73.9688534662
"pings bia hoi Restaurant, Porvorim",https://www.zomato.com/goa/pings-bia-hoi-porvorim,"1,400",Asian,3.8,54," House 78, Mae De Deus Vaddo, Chogm Road, Sangolda, Porvorim, Goa",15.5322009414,73.7587040663
