fav,lat,lon,url
"Pasta, Chocolate Avalanche, Hot Chocolate, Pizza, Coffee, Vanilla Ice Cream, Chocolava",21.1473070629,72.7655414119,https://www.zomato.com/surat/the-chocolate-room-vesu
₹200 for two people (approx.),21.2727030000,72.9627680000,https://www.zomato.com/surat/gj-5-fancy-dhosa-kamrej
₹300 for two people (approx.),21.2127250000,72.8906380000,https://www.zomato.com/surat/whatsapp-fast-food-puna
₹200 for two people (approx.),,,https://www.zomato.com/surat/banarasi-paan-new-textile-market
₹300 for two people (approx.),21.1411250000,72.8029798000,https://www.zomato.com/surat/shiv-keri-no-rass-althan-bhatar
₹250 for two people (approx.),21.1666733281,72.7954041213,https://www.zomato.com/surat/cakeliner-city-light
₹300 for two people (approx.),21.1839340000,72.7832420000,https://www.zomato.com/surat/waffle-republic-pal-gam
₹500 for two people (approx.),21.1598070000,72.7784990000,https://www.zomato.com/surat/the-good-bowl-piplod
₹150 for two people (approx.),21.2681010000,72.9564200000,https://www.zomato.com/surat/kumar-bombay-sandwich-kamrej
₹450 for two people (approx.),21.1962802000,72.7849160000,https://www.zomato.com/surat/pokket-cafe-adajan-gam
₹150 for two people (approx.),21.1422900000,72.8043660000,https://www.zomato.com/surat/thakur-sweet-and-namkeen-althan-bhatar
"Sandwich, Paneer Tikka, Thali",21.2046090011,72.7752835304,https://www.zomato.com/surat/royal-dine-restaurant-palanpore
₹450 for two people (approx.),21.1451737000,72.7570855000,https://www.zomato.com/surat/pokket-cafe-magdalla
₹300 for two people (approx.),21.2310870000,72.9032500000,https://www.zomato.com/surat/sweet-truth-nana-varachha
₹150 for two people (approx.),21.1970040000,72.7946780000,https://www.zomato.com/surat/jai-gopinath-khaman-locho-adajan-gam
₹300 for two people (approx.),21.1935520000,72.8223870000,https://www.zomato.com/surat/thali-junction-1-gopipura
₹150 for two people (approx.),21.1834880000,72.8299920000,https://www.zomato.com/surat/kings-shawarma-sagrampura
₹200 for two people (approx.),21.2356725002,72.8243878638,https://www.zomato.com/surat/a-one-cold-coco-juice-center-katargam
₹500 for two people (approx.),21.1172370000,72.8518750000,https://www.zomato.com/surat/sagar-sweet-and-bakery-1-udhna-gam
₹400 for two people (approx.),21.1450087200,72.7569177747,https://www.zomato.com/surat/noodle-town-dumas
₹100 for two people (approx.),21.2281312961,72.8273804113,https://www.zomato.com/surat/kishan-nasta-house-katargam
₹300 for two people (approx.),21.0865890000,72.8561010000,https://www.zomato.com/surat/somnath-restaurant-sachin
₹150 for two people (approx.),21.1853610000,72.8607320000,https://www.zomato.com/surat/frankie-zone-godadara
₹200 for two people (approx.),21.1969080000,72.7936460000,https://www.zomato.com/surat/wonder-2-bakers-1-adajan-gam
₹500 for two people (approx.),21.1488039372,72.7759051323,https://www.zomato.com/surat/kafé-b-ii-1-vesu
₹100 for two people (approx.),21.1932120000,72.8301550000,https://www.zomato.com/surat/rammadhi-khaman-house-nanpura
"Thick Shakes, Blueberry Shake, Brownie Shake, Milk Shake, Oreo Shake",21.1494100000,72.7754700000,https://www.zomato.com/surat/shakes-scoops-vesu
₹200 for two people (approx.),21.2029669542,72.7968814196,https://www.zomato.com/surat/maa-paratha-center-rander
₹450 for two people (approx.),21.2168500000,72.7999830000,https://www.zomato.com/surat/asal-amdawadi-tawa-fry-1-rander
"Rumali Roti, Malai Chaap, Soya Chaap, Rabri, Panneer Butter Masala, Shahi Paneer",21.1526530000,72.7979530000,https://www.zomato.com/surat/urban-punjab-city-light
₹500 for two people (approx.),21.2001150000,72.8041470000,https://www.zomato.com/surat/wooddy-jhones-pizza-rander
₹200 for two people (approx.),21.1993808990,72.7859096602,https://www.zomato.com/surat/crussh-adajan-patiya
₹500 for two people (approx.),21.2728042738,72.9627765049,https://www.zomato.com/surat/laziz-pizza-kamrej
₹800 for two people (approx.),21.1397950000,72.8830650000,https://www.zomato.com/surat/kamat-udhna-gam
₹200 for two people (approx.),21.1704960000,72.8506320000,https://www.zomato.com/surat/punjabi-dhaba-udhna-gam
₹400 for two people (approx.),21.1979841313,72.7842132941,https://www.zomato.com/surat/the-bombay-fries-adajan-patiya
₹200 for two people (approx.),21.2017221037,72.7852424973,https://www.zomato.com/surat/chettys-corner-adajan-gam
₹200 for two people (approx.),21.2309905720,72.8055116907,https://www.zomato.com/surat/nareshbhai-bhelwala-katargam
₹700 for two people (approx.),21.1584699796,72.7688635219,https://www.zomato.com/surat/mexican-rodeo-piplod
₹200 for two people (approx.),21.2371814689,72.8791379928,https://www.zomato.com/surat/indian-sandwich-mota-varachha
"Pizza, Raj Kachori",21.2064819456,72.7978466079,https://www.zomato.com/surat/sugar-n-spice-1-rander
₹250 for two people (approx.),21.2112151505,72.7730515972,https://www.zomato.com/surat/chaat-chatore-1-adajan-gam
₹200 for two people (approx.),21.1929910262,72.7791978791,https://www.zomato.com/surat/shree-sainath-pal-gam
₹150 for two people (approx.),21.1976594711,72.8369738906,https://www.zomato.com/surat/ganesh-pav-bhaji-new-textile-market
₹300 for two people (approx.),21.1744182493,72.8016234934,https://www.zomato.com/surat/shiv-shakti-city-light
₹200 for two people (approx.),,,https://www.zomato.com/surat/jain-food-udhna-gam
₹600 for two people (approx.),21.2319150000,72.9029780000,https://www.zomato.com/surat/verandah-by-ks-charcoal-sarthana
₹150 for two people (approx.),21.1764670000,72.7982590000,https://www.zomato.com/surat/shivam-fast-food-athwa
₹300 for two people (approx.),21.1959090000,72.8261070000,https://www.zomato.com/surat/shree-jay-ambe-fast-food-corner-gopipura
"Coffee, Nachos, Pizza, White Pasta, Waffles, Sandwich, Paneer Sizzler",21.1709810000,72.7899071000,https://www.zomato.com/CoffeeCultureFlagship
₹250 for two people (approx.),21.1931220000,72.7803160000,https://www.zomato.com/surat/jay-taste-of-punjab-pal-gam
"₹1,000 for two people (approx.)",21.0759252198,72.8834510612,https://www.zomato.com/surat/temptation-restro-lounge-by-glorinaa-udhna-gam
₹100 for two people (approx.),21.1883650000,72.8152020000,https://www.zomato.com/surat/jay-jalaram-locho-and-fast-food-nanpura
"₹1,500 for two people (approx.)",21.1770990000,72.7334360000,https://www.zomato.com/surat/charcoal-courtyard-by-marriott-dumas
,21.1906908920,72.8414680436,https://www.zomato.com/surat/tulsi-fast-food-new-textile-market
₹400 for two people (approx.),21.2009040000,72.7680250000,https://www.zomato.com/surat/cream-n-crust-café-pal-gam
₹700 for two people (approx.),21.1523890000,72.7764720000,https://www.zomato.com/surat/ice-cream-social-by-the-creamery-1-vesu
₹250 for two people (approx.),21.1874870000,72.7946980000,https://www.zomato.com/surat/bhandari-chicken-pizza-house-adajan-gam
₹800 for two people (approx.),21.2300440000,72.8661570000,https://www.zomato.com/surat/n-y-pizza-mota-varachha
₹400 for two people (approx.),21.2374540000,72.9096370000,https://www.zomato.com/surat/only-dhosa-chinese-sarthana
₹200 for two people (approx.),21.2038692000,72.7939310000,https://www.zomato.com/surat/shagun-food-parcel-service-adajan-gam
₹300 for two people (approx.),21.2327570000,72.9052070000,https://www.zomato.com/surat/hotel--varachha
₹500 for two people (approx.),21.2213408800,72.8771695868,https://www.zomato.com/surat/pizza-zone-varachha
"Chaap, Kulcha, Chur Chur Naan, Dal Makhani, Chole, Garlic Naan",21.1427353580,72.7897637710,https://www.zomato.com/surat/table-talk-vesu
₹300 for two people (approx.),21.1450050000,72.7601260000,https://www.zomato.com/surat/the-only-dhosa-vesu
Pancakes,21.1522790000,72.7766450000,https://www.zomato.com/surat/99-pancakes-vesu
Cheese Frankie,21.1717323783,72.7899414286,https://www.zomato.com/surat/famous-frankie-athwa
₹150 for two people (approx.),21.1496980000,72.9629890000,https://www.zomato.com/surat/egg-bite-kadodara
₹200 for two people (approx.),21.1924962000,72.8531752000,https://www.zomato.com/surat/hotel-ashish-new-textile-market
₹450 for two people (approx.),21.2320953271,72.8356553614,https://www.zomato.com/surat/shree-navdurga-sandwiches-katargam
₹250 for two people (approx.),21.1913400000,72.7296600000,https://www.zomato.com/surat/krishna-restaurant-kavas
₹250 for two people (approx.),21.2321130000,72.9045050000,https://www.zomato.com/surat/the-jumbo-burger-sarthana
₹300 for two people (approx.),21.1728440000,72.8480570000,https://www.zomato.com/surat/dharti-sweets-namkeen-udhna-gam
₹300 for two people (approx.),21.1681230000,72.7770500000,https://www.zomato.com/surat/lovely-chicken-city-light
₹300 for two people (approx.),21.2205998000,72.7952797000,https://www.zomato.com/surat/mama-chicken-paratha-center-rander
₹150 for two people (approx.),21.0787750000,72.8840300000,https://www.zomato.com/surat/kanaiya-cholle-bhature-and-pavbhaji-sachin
₹150 for two people (approx.),21.2319650000,72.8655300000,https://www.zomato.com/surat/the-shake-point-utran
₹150 for two people (approx.),21.2072990000,72.7933690000,https://www.zomato.com/surat/kumar-sandwich-adajan-gam
₹200 for two people (approx.),21.1680566527,72.7845943719,https://www.zomato.com/surat/crussh-piplod
"Pizza, Pasta, Garlic Bread, Mocktails, Lemonade, Green Apple Mojito, Potato Wedges",21.1580775292,72.7692002803,https://www.zomato.com/surat/pizza-hut-piplod
₹100 for two people (approx.),21.2317240000,72.8288730000,https://www.zomato.com/surat/amrut-ice-cream-katargam
₹400 for two people (approx.),21.1910090000,72.8665833000,https://www.zomato.com/surat/lets-meet-cafe-puna
₹200 for two people (approx.),21.1872490000,72.7946110000,https://www.zomato.com/surat/ramjane-s-s-a-c-restaurant-adajan-gam
₹300 for two people (approx.),21.2053030000,72.8013740000,https://www.zomato.com/surat/sweet-truth-adajan-patiya
Grilled Sandwich,21.1851095261,72.8142821789,https://www.zomato.com/surat/center-point-nanpura
₹250 for two people (approx.),21.2691020000,72.9673820000,https://www.zomato.com/surat/krishna-restaurant-kamrej
₹300 for two people (approx.),21.1988109000,72.8247099000,https://www.zomato.com/surat/shah-jamnadas-c-ghariwala-1-chowk-bazaar
₹100 for two people (approx.),21.1908220000,72.8233000000,https://www.zomato.com/surat/live-alupuri-and-khawsa-gopipura
₹400 for two people (approx.),21.1505310000,72.7629840000,https://www.zomato.com/surat/the-mayo-cafe-piplod
₹200 for two people (approx.),21.1903509160,72.8377309442,https://www.zomato.com/surat/creamy-heaven-salabatpura
₹200 for two people (approx.),21.2147760553,72.8880420644,https://www.zomato.com/surat/kutchi-king-nana-varachha
₹800 for two people (approx.),21.1687302801,72.7947211638,https://www.zomato.com/surat/n-y-pizza-city-light
₹250 for two people (approx.),21.1636564759,72.7787388861,https://www.zomato.com/surat/the-creamery-dumas
₹300 for two people (approx.),21.1667890109,72.8230391442,https://www.zomato.com/surat/vegjis-udhna-gam
"Chaap, Roti",21.1666241134,72.8137211197,https://www.zomato.com/surat/punjabi-di-hatti-1-athwa
₹800 for two people (approx.),21.1672292000,72.7795648000,https://www.zomato.com/surat/patiala-shahi-tandoori-night-piplod
₹250 for two people (approx.),21.1979980000,72.7799270000,https://www.zomato.com/surat/trishiv-chinese-corner-pal-gam
₹200 for two people (approx.),21.1853721245,72.8098075837,https://www.zomato.com/surat/umraos-cakes-n-bakes-3-athwa
₹100 for two people (approx.),21.1751070000,72.8049350000,https://www.zomato.com/surat/tambul-1-city-light
₹150 for two people (approx.),21.1551020000,72.7767010000,https://www.zomato.com/surat/ganesh-khaman-house-vesu
₹300 for two people (approx.),21.1495220000,72.7784780000,https://www.zomato.com/surat/kutchi-dabeli-corner-vesu
₹200 for two people (approx.),21.2300412492,72.8254565289,https://www.zomato.com/surat/mr-dhokla-katargam
₹550 for two people (approx.),21.1913110000,72.8622280000,https://www.zomato.com/surat/moon-light-restaurant-magob
Omelette,21.1878424022,72.8153627738,https://www.zomato.com/surat/bhai-bhai-omelette-center-nanpura
"₹1,200 for two people (approx.)",21.1762178397,72.7326894569,https://www.zomato.com/surat/the-bistro-courtyard-by-marriott-dumas
₹200 for two people (approx.),21.1579969000,72.7677492000,https://www.zomato.com/surat/the-shawarma-shop-piplod
₹250 for two people (approx.),21.1492500000,72.7904310000,https://www.zomato.com/surat/destiny-chinese-fastfood-vesu
₹500 for two people (approx.),21.1418450787,72.7730492502,https://www.zomato.com/surat/wah-bhi-wah-1-vesu
₹350 for two people (approx.),21.2086120000,72.8471550000,https://www.zomato.com/surat/ankit-chinese-varachha
₹200 for two people (approx.),21.1976107000,72.8196320000,https://www.zomato.com/surat/bismillah-chinese-chowk-bazaar
"Breakfast Buffet, Salad, Sandwich, Pasta, Pizza, Omelette",21.1771375672,72.7899407968,https://www.zomato.com/surat/flow-the-gateway-hotel-athwa
₹150 for two people (approx.),21.1591278400,72.8316435700,https://www.zomato.com/surat/kishan-dabeli-samosa-udhna-gam
"Pasta, Tandoori Paneer Sandwich, Wood Fire Pizza, Fries",21.2246612753,72.8071263805,https://www.zomato.com/surat/ks-charcoal-1-katargam
₹400 for two people (approx.),21.1743182045,72.7944965288,https://www.zomato.com/surat/vanilla-beans-city-light
₹100 for two people (approx.),21.1496162415,72.7801284790,https://www.zomato.com/surat/jk-khaman-house-vesu
₹500 for two people (approx.),21.2363748857,72.8754774481,https://www.zomato.com/surat/laziz-pizza-mota-varachha
₹500 for two people (approx.),21.1431010000,72.7897690000,https://www.zomato.com/surat/satkar-restaurant-vesu
₹100 for two people (approx.),,,https://www.zomato.com/surat/navdurga-nasta-gruh-dindoli
₹250 for two people (approx.),21.1936140381,72.7793608233,https://www.zomato.com/surat/vadilal-hangout-adajan-gam
₹200 for two people (approx.),21.2295430000,72.8972000000,https://www.zomato.com/surat/fresco-gelato-varachha
₹200 for two people (approx.),21.1414500000,72.7725520000,https://www.zomato.com/surat/park-itican-vesu
"Salad, Paneer Wrap",21.1709729375,72.7915124015,https://www.zomato.com/surat/healthy-eatzzz-athwa
₹500 for two people (approx.),21.1937480000,72.8350890000,https://www.zomato.com/surat/pizza-plus-1-salabatpura
₹400 for two people (approx.),21.1598070000,72.7784990000,https://www.zomato.com/surat/ovenstory-pizza-piplod
₹500 for two people (approx.),21.1448330000,72.7990280000,https://www.zomato.com/surat/the-secret-kitchen-pandesara
₹200 for two people (approx.),21.1702620113,72.7893216637,https://www.zomato.com/surat/gajanan-fast-food-athwa
₹300 for two people (approx.),21.1911370000,72.8421460000,https://www.zomato.com/surat/purohit-thali-new-textile-market
₹100 for two people (approx.),21.2243240000,72.8215410000,https://www.zomato.com/surat/jalaram-locho-and-rasawala-khaman-katargam
"Pasta, Pizza, Sandwich, Brownie, Cheese Kurkuri, Chaap, Paneer Tikka",21.1925933975,72.7801275998,https://www.zomato.com/surat/the-veg-factory-restaurant-and-cafe-1-adajan-gam
₹200 for two people (approx.),21.2370424032,72.8772078082,https://www.zomato.com/surat/kkutchi-king-katargam
₹600 for two people (approx.),21.1889100000,72.7903176000,https://www.zomato.com/surat/pizza-hut-3-adajan-gam
₹200 for two people (approx.),21.2142800000,72.8398770000,https://www.zomato.com/surat/the-shake-maker-katargam
₹150 for two people (approx.),21.2056259471,72.8043770045,https://www.zomato.com/surat/chistiya-rander
₹150 for two people (approx.),21.1862520000,72.7949830000,https://www.zomato.com/surat/panda-express-chinese-and-fast-food-adajan-gam
₹250 for two people (approx.),21.1900900000,72.7793100000,https://www.zomato.com/surat/the-creamery-pal-gam
₹300 for two people (approx.),21.1701400668,72.8294635582,https://www.zomato.com/surat/order-fresh-udhna-gam
₹200 for two people (approx.),21.1523050000,72.7683420000,https://www.zomato.com/surat/gurung-momos-piplod
₹200 for two people (approx.),21.2395840000,72.8713930000,https://www.zomato.com/surat/prasang-dhosa-cafe-mota-varachha
₹350 for two people (approx.),21.1418730000,72.7729960000,https://www.zomato.com/surat/edisons-experiments-with-milk-vesu
₹700 for two people (approx.),21.1370721272,72.7595842257,https://www.zomato.com/surat/bakas-cafe-vesu
₹450 for two people (approx.),21.1888030000,72.7895848000,https://www.zomato.com/surat/khichdi-etc-adajan-patiya
₹100 for two people (approx.),21.2029040000,72.8297150000,https://www.zomato.com/surat/pavitra-dairy-foods-haripura
₹200 for two people (approx.),21.1437730000,72.7966580000,https://www.zomato.com/surat/greenees-fast-food-vesu
₹450 for two people (approx.),21.2252860000,72.8380990000,https://www.zomato.com/surat/shree-khodiyar-kathiyawadi-dhaba-katargam
₹300 for two people (approx.),21.1489140055,72.7759158611,https://www.zomato.com/surat/bakers-bunch-city-light
₹250 for two people (approx.),21.1889859312,72.7900782600,https://www.zomato.com/icontrast-adajan
₹250 for two people (approx.),21.1521450000,72.7763460000,https://www.zomato.com/surat/rooster-vesu
₹300 for two people (approx.),,,https://www.zomato.com/surat/wah-bhi-wah-udhna-gam
"Cupcake, Waffles, Coffee, Chocolate Ganache Cake, Blueberry Cheese Cake, Maggi",21.1743274000,72.7946107000,https://www.zomato.com/surat/the-dough-company-city-light
₹500 for two people (approx.),21.1641354745,72.8123245016,https://www.zomato.com/surat/geetha-refreshment-althan-bhatar
₹500 for two people (approx.),21.1449693195,72.7570421621,https://www.zomato.com/surat/kimchi-1-dumas
₹200 for two people (approx.),,,https://www.zomato.com/surat/ganesh-lassi-and-dairy-varachha
₹500 for two people (approx.),21.2070980000,72.8371410000,https://www.zomato.com/surat/hotel-tulsi-varachha
₹150 for two people (approx.),21.1396300000,72.8010800000,https://www.zomato.com/surat/kohinoor-chicken-biryani-althan-bhatar
₹250 for two people (approx.),,,https://www.zomato.com/surat/green-villa-garden-restaurant-katargam
₹500 for two people (approx.),21.1485270000,72.8142490000,https://www.zomato.com/surat/ashish-restaurant-althan-bhatar
₹500 for two people (approx.),21.1668434131,72.8137852997,https://www.zomato.com/surat/chappan-bhog-56-bhog-althan-bhatar
"Mocktails, Sea Food, Biryani, Kulfi, Gulab Jamun, Brownie, Barbeque Chicken",21.1711836403,72.7893124893,https://www.zomato.com/surat/barbeque-nation-piplod
₹200 for two people (approx.),21.2690880000,72.9684560000,https://www.zomato.com/surat/shree-kal-chinese-and-pavbhaji-kamrej
₹300 for two people (approx.),21.1873370000,72.8352690000,https://www.zomato.com/surat/madhuram-bakers-salabatpura
₹200 for two people (approx.),21.2331239000,72.8030691000,https://www.zomato.com/surat/v-s-adtala-mahesh-kaka-ki-famous-icecream-katargam
₹300 for two people (approx.),21.1632720000,72.7803960000,https://www.zomato.com/surat/punjabi-rasoi-1-piplod
₹200 for two people (approx.),21.2143360000,72.7943210000,https://www.zomato.com/surat/the-coco-junction-rander
₹150 for two people (approx.),21.1719352802,72.7802244438,https://www.zomato.com/surat/special-frankie-piplod
₹350 for two people (approx.),21.2053030000,72.8013740000,https://www.zomato.com/surat/the-biryani-life-rander
₹300 for two people (approx.),21.2019230000,72.7818180000,https://www.zomato.com/surat/mad-munch-adajan-patiya
₹250 for two people (approx.),21.1810810000,72.8237430000,https://www.zomato.com/surat/nescafe-nanpura
₹400 for two people (approx.),21.1661324316,72.7941806987,https://www.zomato.com/surat/buskers-bunch-city-light
₹200 for two people (approx.),21.2314430000,72.8385540000,https://www.zomato.com/surat/delhi-ke-mashur-chole-bhature-katargam
₹200 for two people (approx.),21.1451890000,72.7571000000,https://www.zomato.com/surat/fresco-gelato-dumas
₹700 for two people (approx.),21.2290098051,72.8942445293,https://www.zomato.com/surat/sumuls-master-chef-nana-varachha
₹250 for two people (approx.),21.1418600000,72.7729820000,https://www.zomato.com/surat/chaat-chatore-vesu
₹150 for two people (approx.),21.2125123000,72.8263493000,https://www.zomato.com/surat/shreeji-locho-house-katargam
₹150 for two people (approx.),21.2250040000,72.8069760000,https://www.zomato.com/surat/hari-om-dabeli-vada-pav-fast-food-katargam
₹700 for two people (approx.),21.2295720000,72.8971810000,https://www.zomato.com/surat/mexican-rodeo-nana-varachha
"Pasta, French Fries, Hot Chocolate, Pizza",21.1897340000,72.7715990000,https://www.zomato.com/surat/bean-addiction-cafe-1-adajan-gam
"Sandwich, Pizza",21.2096645834,72.8490385482,https://www.zomato.com/surat/bomb-ay-grill-varachha
₹700 for two people (approx.),21.1577150000,72.7688650000,https://www.zomato.com/surat/starbucks-coffee-1-piplod
₹150 for two people (approx.),21.1703520000,72.7892170000,https://www.zomato.com/surat/dilip-dabeli-athwa
₹500 for two people (approx.),21.1981207153,72.7706644312,https://www.zomato.com/surat/laziz-pizza-pal-gam
₹450 for two people (approx.),21.2324447217,72.8360566869,https://www.zomato.com/surat/the-d-pizza-katargam
₹250 for two people (approx.),21.2363202000,72.8748908000,https://www.zomato.com/surat/shreeji-fast-food-mota-varachha
Pancakes,21.1469052464,72.7656255663,https://www.zomato.com/surat/the-pancake-story-5-vesu
₹300 for two people (approx.),21.2386320000,72.8710810000,https://www.zomato.com/surat/woklee-pizza-mota-varachha
₹150 for two people (approx.),21.2280372000,72.7825958000,https://www.zomato.com/surat/janta-super-icecream-palanpore
₹500 for two people (approx.),21.2053030000,72.8013740000,https://www.zomato.com/surat/the-good-bowl-adajan-patiya
₹400 for two people (approx.),21.2210824085,72.7758478001,https://www.zomato.com/surat/bhandari-chicken-and-eggs-adajan-gam
"Gujarati Food, Gujarati Thali, Khichda, Dahi Vada, Dal Bati, Shrikhand, Kadhi",21.1912238836,72.7878711373,https://www.zomato.com/surat/kailash-ice-cream-varachha
₹200 for two people (approx.),21.1912380000,72.8602660000,https://www.zomato.com/surat/kansar-gujarati-thali-adajan-gam
"₹1,000 for two people (approx.)",21.2087747000,72.8458209000,https://www.zomato.com/surat/enjoy-varachha
₹400 for two people (approx.),21.1751810000,72.8112810000,https://www.zomato.com/surat/mealwale-athwa
₹300 for two people (approx.),21.2245809995,72.8212533164,https://www.zomato.com/surat/mr-dhokla-1-katargam
